,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
2795,4,4,4,4,4,4,4,4,4,4,4
2796,1,1,1,1,1,1,1,1,1,1,1
2797,2,2,3,2,2,2,2,2,2,2,2
2798,2,2,2,1,1,1,2,1,1,2,1
2799,2,2,1,2,2,2,2,2,2,2,2
2800,3,3,3,3,3,3,3,3,3,3,3
2801,3,2,3,3,3,3,3,3,3,3,3
2802,3,3,3,3,3,3,3,3,3,3,3
2803,3,2,2,3,3,3,4,3,3,3,3
2804,4,4,3,3,4,4,3,3,4,3,3
2805,4,4,3,4,4,4,4,4,4,4,4
2806,3,2,3,2,3,3,3,2,3,2,3
2807,4,4,4,4,4,4,4,4,4,4,4
2808,2,1,2,2,2,2,2,2,2,2,2
2809,2,2,2,2,2,2,2,2,2,2,2
2810,1,1,1,1,1,1,1,1,1,1,1
2811,3,2,2,3,3,3,3,3,3,3,3
2812,4,4,4,4,4,4,4,4,4,4,4
2813,4,4,4,4,4,4,4,4,4,4,4
2814,3,2,2,2,2,3,3,2,2,3,2
2815,3,3,3,3,2,2,3,2,3,3,3
2816,3,3,3,3,3,3,3,3,3,3,3
2817,1,1,1,1,1,1,1,1,1,1,1
2818,3,3,3,4,3,4,3,3,3,3,3
2819,4,2,3,4,4,3,4,4,4,4,3
2820,4,2,3,3,3,4,4,4,4,4,4
2821,1,2,1,1,1,2,1,1,1,1,1
2822,4,4,4,4,3,4,4,4,4,4,4
2823,3,3,3,3,3,3,4,3,4,3,3
2824,3,2,3,3,3,2,3,3,3,3,3
2825,2,2,2,3,2,3,3,2,3,3,2
2826,2,2,2,3,2,2,2,2,2,3,3
2827,3,1,1,2,2,3,2,3,3,2,3
2828,2,3,2,2,2,2,3,2,2,2,2
2829,1,1,1,1,1,2,1,1,1,1,1
2830,3,3,3,3,3,3,4,3,3,3,3
2831,4,2,4,4,3,4,4,3,3,3,4
2832,3,2,3,2,3,4,3,2,2,2,3
2833,1,1,1,1,1,1,1,1,1,1,1
2834,4,3,3,4,4,4,4,4,4,4,4
2835,4,4,4,4,4,4,4,4,4,4,4
2836,4,4,4,4,4,4,4,4,4,4,4
2837,2,2,2,2,2,2,2,2,2,2,2
2838,1,1,2,1,2,1,2,2,2,1,1
2839,3,2,3,3,3,3,3,3,3,3,3
2840,2,2,1,2,2,1,2,2,2,2,1
2841,3,2,3,3,3,3,3,3,3,3,3
2842,4,4,4,4,4,4,4,4,4,4,4
2843,3,3,3,3,3,3,3,2,3,3,3
2844,2,2,1,2,2,2,2,2,2,3,2
2845,1,1,1,1,1,1,1,1,1,1,1
2846,4,4,4,4,4,3,3,4,3,3,3
2847,2,4,3,3,3,3,3,3,3,3,3
2848,2,3,2,2,2,2,2,2,2,2,2
2849,3,3,4,3,3,3,3,4,3,4,3
2850,3,3,3,3,3,3,2,3,3,3,3
2851,3,4,4,4,3,3,3,3,3,3,3
2852,1,1,1,1,1,1,1,1,1,1,1
2853,1,1,1,1,1,1,1,1,1,1,1
2854,1,1,1,1,1,1,1,1,1,1,1
2855,2,3,2,2,2,2,2,2,2,2,2
2856,4,4,4,4,4,4,4,4,4,4,4
2857,3,4,3,3,3,3,4,3,3,3,3
2858,1,1,1,2,1,2,2,1,1,2,2
2859,1,2,1,1,1,1,1,1,1,1,1
2860,2,2,1,2,2,2,2,2,2,3,2
2861,1,1,1,1,1,1,1,1,1,1,1
2862,1,1,1,1,1,1,1,1,1,1,1
2863,2,3,2,2,2,2,2,2,3,2,2
2864,1,1,1,1,1,1,1,2,1,1,1
2865,3,3,2,3,3,3,3,3,2,3,3
2866,1,1,1,1,1,1,1,1,1,1,1
2867,1,1,1,1,1,1,1,1,1,1,1
2868,3,2,4,3,3,3,3,3,3,3,3
2869,1,1,1,1,1,1,1,1,1,1,1
2870,4,4,4,4,4,4,4,4,4,4,4
2871,2,2,3,2,2,2,2,2,2,3,2
2872,4,4,3,3,3,4,4,4,4,4,4
2873,1,1,1,1,1,1,1,1,1,1,1
2874,4,4,4,4,4,4,4,4,4,4,4
2875,3,4,3,3,3,3,3,3,3,3,3
2876,2,2,1,2,2,2,2,2,2,1,2
2877,4,4,3,4,4,4,4,4,4,4,4
2878,3,3,3,3,3,3,3,3,3,3,3
2879,4,4,4,4,4,3,4,4,4,4,4
2880,1,2,2,1,1,1,2,1,2,1,2
2881,3,4,4,2,2,2,3,3,3,3,3
2882,1,1,2,1,1,1,1,1,1,1,1
2883,1,1,2,1,1,2,1,1,1,1,2
2884,1,1,1,1,1,2,1,1,1,1,1
2885,3,3,4,3,3,3,3,4,3,4,3
2886,3,2,3,2,2,3,2,2,2,2,2
2887,3,4,3,3,3,3,3,2,2,3,3
2888,4,3,3,4,4,4,4,4,4,4,4
2889,1,1,1,1,1,1,1,1,1,1,1
2890,3,3,3,4,4,3,3,3,3,4,3
2891,1,1,1,1,1,1,1,1,1,1,1
2892,1,2,1,1,1,1,1,2,1,1,2
2893,2,3,2,2,2,1,2,2,2,2,2
2894,2,2,3,2,2,2,2,1,2,2,2
2895,1,1,1,1,1,1,2,1,1,1,1
2896,4,4,4,4,4,4,4,4,4,3,4
2897,2,2,1,2,1,1,2,1,2,3,1
2898,3,4,4,2,3,3,3,3,3,3,3
2899,1,1,1,1,1,1,1,1,1,1,1
2900,4,4,3,4,4,4,4,4,4,4,4
2901,4,3,4,4,4,4,4,4,4,4,4
2902,1,1,1,1,1,2,1,1,1,1,1
2903,4,4,4,4,4,4,4,4,4,4,4
2904,3,2,3,3,3,3,4,3,3,3,4
2905,1,1,1,1,1,1,1,1,1,1,1
2906,1,1,1,1,1,2,1,1,1,1,1
2907,3,3,3,3,3,3,3,3,3,3,3
2908,1,2,2,1,1,1,1,1,1,1,1
2909,4,3,3,4,4,3,3,4,3,4,3
2910,4,3,3,4,4,4,4,4,4,4,4
2911,1,1,1,1,1,1,2,1,1,1,1
2912,2,2,2,2,2,2,3,2,3,2,2
2913,4,4,3,4,4,3,4,4,4,4,3
2914,2,2,2,2,2,2,2,2,2,2,2
2915,3,3,3,3,3,3,3,3,3,3,3
2916,1,1,1,1,1,1,1,1,1,1,1
2917,2,2,2,1,2,1,2,2,2,1,2
2918,3,3,3,3,3,2,3,2,3,3,3
2919,3,3,3,3,3,3,3,3,3,3,3
2920,3,3,4,3,3,2,4,3,3,4,3
2921,3,2,3,3,3,3,3,2,3,2,3
2922,2,1,1,1,1,2,2,1,2,2,2
2923,1,1,1,1,1,1,1,2,1,1,1
2924,3,3,2,2,3,3,3,3,3,2,3
2925,3,4,4,3,4,3,4,4,3,4,3
2926,4,4,4,4,4,4,4,4,4,4,4
2927,4,4,4,4,4,4,4,4,4,4,4
2928,3,3,2,3,3,2,2,3,2,2,3
2929,1,1,2,2,2,2,2,1,1,1,2
2930,2,2,2,2,2,2,2,3,2,3,3
2931,4,4,4,4,4,4,4,4,4,4,4
2932,4,3,4,4,4,4,4,3,3,4,4
2933,3,2,3,2,3,2,2,3,2,3,3
2934,2,2,2,1,2,1,2,2,1,2,1
2935,1,1,1,1,1,1,1,1,1,1,1
2936,2,2,2,3,2,3,2,2,2,2,3
2937,4,4,4,4,3,3,4,4,4,4,3
2938,4,4,4,3,3,3,4,4,4,4,4
2939,1,2,1,1,1,2,2,1,1,1,1
2940,1,3,2,1,1,1,2,1,1,1,1
2941,2,2,2,2,2,1,2,2,2,2,2
2942,1,1,1,1,1,1,1,1,2,1,1
2943,2,1,2,2,2,2,2,2,3,2,2
2944,1,1,1,1,1,1,1,1,1,1,1
2945,2,2,2,2,2,2,3,3,2,2,2
2946,1,2,2,2,2,1,2,1,1,2,1
2947,3,3,3,2,3,3,3,3,2,3,3
2948,3,3,3,3,3,3,3,3,3,3,3
2949,4,4,4,4,3,3,4,4,4,3,3
2950,1,1,1,1,1,1,1,1,1,1,1
2951,3,2,3,3,3,3,3,3,3,3,3
2952,2,2,2,2,2,2,2,2,2,2,2
2953,4,4,4,4,4,4,4,4,4,4,4
2954,1,2,2,2,1,2,2,1,1,2,2
2955,4,3,4,4,4,4,4,4,4,4,4
2956,1,2,2,2,2,2,1,1,2,2,2
2957,3,3,3,3,3,4,3,3,3,3,3
2958,1,1,2,1,1,1,1,1,1,1,1
2959,2,2,2,2,2,2,2,2,2,1,2
2960,2,2,3,3,2,2,2,3,3,3,3
2961,1,1,1,1,2,1,1,1,1,1,1
2962,4,4,4,4,4,4,4,4,4,4,4
2963,4,4,4,4,4,4,4,4,4,4,4
2964,3,4,3,3,3,2,3,3,3,4,3
2965,2,2,2,2,2,2,2,2,1,1,1
2966,1,1,1,1,1,2,1,1,1,1,1
2967,2,3,3,3,2,3,2,2,2,2,3
2968,2,3,3,2,2,2,3,2,2,2,3
2969,4,3,4,4,4,4,4,4,4,4,4
2970,4,4,4,4,4,4,4,4,4,4,4
2971,1,1,2,1,1,1,1,1,1,1,1
2972,2,2,1,2,2,2,2,2,2,2,2
2973,3,4,4,4,4,3,4,3,3,4,3
2974,3,2,2,2,3,3,3,3,3,3,3
2975,1,3,2,1,1,1,2,1,1,2,1
2976,3,3,3,3,3,3,2,3,2,3,3
2977,2,1,1,2,1,2,1,1,2,1,2
2978,2,3,3,2,2,2,2,2,2,2,2
2979,3,4,3,3,3,3,3,3,3,3,3
2980,1,1,1,1,1,1,1,1,1,1,1
2981,2,2,2,2,2,2,2,2,2,2,1
2982,2,3,2,3,2,3,2,2,3,2,3
2983,4,4,4,4,4,4,4,4,4,4,4
2984,4,4,4,4,4,4,4,3,4,4,4
2985,4,4,4,4,4,4,4,4,4,4,4
2986,1,1,1,1,1,1,1,1,1,1,1
2987,2,3,2,3,2,3,2,2,2,2,3
2988,3,3,2,3,4,3,3,3,3,4,3
2989,4,4,4,4,4,4,4,4,4,4,4
2990,3,4,4,3,3,3,3,4,3,4,3
2991,1,1,1,1,1,1,1,1,1,1,1
2992,1,2,1,1,1,1,1,1,1,1,1
2993,1,1,1,1,1,1,1,1,1,1,1
2994,1,1,1,1,1,1,1,1,1,1,1
2995,4,4,3,3,4,3,4,4,4,4,3
2996,2,3,1,2,1,2,2,2,2,2,2
2997,1,1,1,1,1,1,1,1,1,1,1
2998,3,3,3,3,3,3,3,3,3,3,3
2999,4,4,4,4,4,4,4,4,4,4,4
3000,1,1,1,1,1,1,1,1,1,1,1
3001,1,1,1,1,1,1,1,1,1,1,1
3002,4,3,4,4,4,4,4,4,4,4,4
3003,2,1,1,2,2,2,2,2,2,2,2
3004,2,2,2,2,2,2,2,2,1,2,2
3005,1,2,2,1,2,1,2,1,1,1,1
3006,3,3,3,3,3,3,3,3,3,3,4
3007,4,4,4,3,3,3,4,4,4,4,4
3008,2,2,2,2,2,2,2,2,2,2,2
3009,4,4,4,4,4,4,4,4,4,4,4
3010,1,1,2,1,1,1,1,1,1,2,1
3011,2,2,2,3,3,3,3,2,3,2,2
3012,4,4,4,4,4,4,4,4,4,4,4
3013,3,3,3,4,3,3,3,3,3,3,3
3014,2,2,2,2,2,2,2,2,2,2,2
3015,1,1,1,1,1,1,1,1,1,1,1
3016,4,4,3,4,4,4,3,4,4,4,3
3017,4,3,4,4,4,4,4,4,4,4,4
3018,1,1,1,1,1,1,1,1,1,1,1
3019,4,4,3,3,3,3,3,4,3,3,3
3020,1,1,1,1,1,1,1,1,1,1,1
3021,4,3,3,3,3,4,3,3,3,3,4
3022,3,3,3,3,3,4,3,2,3,3,3
3023,2,3,3,2,2,1,2,2,2,2,2
3024,2,2,2,2,2,1,2,2,2,2,2
3025,2,2,3,2,2,2,2,2,2,2,2
3026,4,4,4,4,4,4,4,4,4,4,4
3027,2,2,2,2,2,3,2,2,3,2,2
3028,2,2,2,2,2,1,1,2,2,1,1
3029,4,4,4,4,4,4,4,4,4,4,4
3030,1,1,1,1,1,1,1,1,1,1,1
3031,2,2,2,1,2,1,2,2,2,2,2
3032,1,1,1,1,1,2,1,2,2,1,2
3033,3,3,2,3,3,3,3,3,3,4,3
3034,3,3,2,3,3,4,3,3,3,3,3
3035,1,1,1,1,1,1,1,1,1,1,1
3036,1,1,1,1,2,1,1,1,1,1,1
3037,4,4,4,4,4,4,4,4,4,4,4
3038,1,1,1,1,1,1,2,1,1,1,1
3039,2,2,2,2,2,2,2,2,2,2,1
3040,4,4,4,4,4,4,4,4,4,4,4
3041,2,1,2,2,2,2,3,2,2,3,2
3042,4,4,4,4,4,3,4,4,4,4,4
3043,4,4,4,4,4,4,4,4,4,4,4
3044,4,4,4,4,4,4,4,4,4,4,4
3045,4,4,4,4,4,4,4,4,4,3,4
3046,2,3,2,3,2,2,2,3,2,2,2
3047,3,3,2,3,3,2,3,3,3,3,3
3048,4,4,3,4,4,4,4,4,4,4,4
3049,4,4,4,3,4,4,3,3,4,3,4
3050,4,4,4,4,4,4,4,4,4,4,4
3051,2,2,2,2,1,2,2,1,1,1,2
3052,3,4,3,3,3,3,3,3,3,3,3
3053,4,4,4,4,4,3,4,4,4,4,4
3054,4,3,4,4,4,4,4,4,4,4,3
3055,4,4,4,4,4,4,4,4,4,4,4
3056,2,2,2,2,2,2,2,2,2,2,2
3057,2,2,2,2,2,2,2,2,2,2,2
3058,4,4,3,4,4,4,4,3,4,3,4
3059,2,2,3,2,2,2,2,2,2,2,2
3060,1,1,1,1,1,1,1,1,1,1,1
3061,2,2,2,1,2,2,2,2,2,2,2
3062,1,1,1,1,1,1,1,1,1,1,1
3063,3,3,4,3,4,3,3,3,3,3,3
3064,3,3,3,3,2,3,3,3,3,3,2
3065,3,2,2,2,3,2,3,3,2,3,3
3066,4,3,3,4,3,4,3,4,4,4,4
3067,4,4,3,4,4,4,4,4,4,4,4
3068,2,2,2,2,2,2,2,2,3,2,2
3069,1,1,1,1,1,1,1,1,1,1,1
3070,4,4,4,4,4,3,4,3,4,3,3
3071,1,1,1,1,1,1,1,1,1,1,1
3072,1,1,1,1,1,1,1,1,1,1,1
3073,4,4,4,4,4,4,4,4,4,4,3
3074,1,2,1,1,1,1,1,1,1,1,1
3075,4,4,4,4,4,4,4,4,4,4,4
3076,1,1,1,1,1,1,1,1,1,1,1
3077,4,4,4,4,4,4,4,4,4,4,4
3078,4,4,4,3,4,4,4,3,4,4,4
3079,4,3,3,4,4,4,4,4,4,4,4
3080,1,1,1,1,1,1,1,1,1,1,1
3081,4,4,4,4,4,4,3,3,3,4,4
3082,4,4,4,4,4,4,4,4,4,4,4
3083,3,4,4,3,4,4,3,3,4,3,4
3084,2,2,2,2,2,2,2,2,3,2,3
3085,3,4,3,3,3,3,3,3,3,3,4
3086,2,3,2,2,2,2,2,2,2,2,2
3087,2,2,3,3,2,2,2,2,2,2,2
3088,2,2,2,2,1,3,2,2,2,1,2
3089,3,3,3,3,3,3,3,3,3,3,3
3090,1,2,2,1,1,1,1,1,1,1,1
3091,4,3,4,4,4,4,4,4,4,4,4
3092,1,1,2,2,1,2,2,1,2,1,1
3093,3,2,3,3,3,3,3,3,3,3,3
3094,1,2,1,1,1,1,1,1,1,1,1
3095,2,2,2,2,2,2,2,2,2,2,2
3096,4,4,4,4,4,4,4,4,4,4,4
3097,1,1,1,1,1,1,1,1,1,1,1
3098,1,1,1,1,1,1,1,1,1,1,1
3099,3,3,3,3,3,2,2,3,3,3,3
3100,2,3,2,3,2,2,2,2,2,3,2
3101,4,4,4,3,4,4,4,4,4,3,4
3102,1,2,2,1,1,1,2,1,1,1,1
3103,3,3,3,3,3,3,3,3,3,4,3
3104,2,1,1,2,2,2,2,2,2,1,2
3105,2,1,2,3,3,2,2,3,3,2,2
3106,2,2,2,2,2,2,3,3,2,2,2
3107,2,2,2,2,2,2,2,2,2,2,2
3108,3,3,3,3,3,4,3,3,3,3,4
3109,4,4,4,4,4,4,4,4,4,4,4
3110,3,4,3,3,3,3,3,3,3,3,3
3111,3,1,2,3,3,2,2,3,3,3,2
3112,4,4,4,4,4,4,4,4,4,4,4
3113,1,1,1,1,1,1,1,1,1,1,1
3114,3,4,3,3,3,3,3,3,3,3,3
3115,3,2,3,3,3,2,3,3,3,3,3
3116,1,1,2,1,1,1,2,1,1,1,1
3117,3,3,3,3,3,2,3,3,3,3,3
3118,4,4,4,4,4,4,4,4,4,4,4
3119,2,1,2,3,2,2,2,2,2,3,2
3120,4,4,4,4,4,4,4,4,4,4,4
3121,2,3,3,2,2,3,3,2,3,3,2
3122,4,4,3,4,4,3,4,4,3,3,4
3123,2,3,2,3,2,3,2,2,2,2,3
3124,1,1,1,1,1,1,1,1,1,1,1
3125,4,4,4,4,4,4,4,4,4,4,4
3126,4,3,4,4,4,3,4,4,4,4,4
3127,2,1,1,2,2,1,1,2,2,2,1
3128,3,3,3,3,3,3,3,3,3,3,3
3129,2,2,2,2,2,2,2,2,2,2,2
3130,4,3,3,4,3,4,4,4,4,4,4
3131,1,1,1,1,1,1,1,1,1,1,1
3132,4,3,4,4,4,4,4,4,4,4,4
3133,4,4,4,3,4,4,4,4,4,4,3
3134,2,2,2,3,2,3,3,2,2,2,2
3135,4,3,4,4,3,4,4,3,4,4,4
3136,4,4,4,4,4,3,4,4,4,4,4
3137,2,2,2,2,1,2,2,2,2,2,2
3138,2,2,1,2,2,2,1,2,1,2,2
3139,2,2,2,2,2,2,2,2,2,3,2
3140,4,3,3,4,4,4,4,4,4,3,4
3141,4,3,3,3,4,4,3,3,3,3,4
3142,3,3,2,3,2,3,2,3,3,3,3
3143,1,1,1,1,1,1,1,1,1,1,1
3144,4,4,4,4,4,4,4,4,4,4,4
3145,3,4,4,3,3,3,3,3,3,3,3
3146,1,2,2,2,2,1,2,2,2,1,2
3147,1,2,1,2,2,1,1,2,2,1,2
3148,4,3,4,4,4,4,4,4,4,4,4
3149,4,4,4,4,4,4,4,4,4,4,4
3150,1,1,1,1,1,1,1,1,1,1,1
3151,1,1,1,1,1,1,1,1,2,2,1
3152,2,2,3,2,2,2,2,2,2,2,2
3153,1,1,1,1,1,1,1,1,1,1,1
3154,4,3,4,4,4,4,4,4,4,4,4
3155,3,1,2,3,3,3,3,3,2,3,3
3156,1,1,1,1,1,1,1,1,1,1,1
3157,3,3,3,3,3,3,3,3,3,3,3
3158,4,4,4,4,4,4,4,4,4,4,4
3159,4,3,3,4,4,4,4,4,4,3,4
3160,3,3,2,3,3,2,3,3,3,3,2
3161,2,1,2,3,3,3,2,2,2,2,2
3162,3,3,3,3,2,3,3,3,3,3,3
3163,1,1,1,1,1,1,1,1,1,1,1
3164,3,3,3,3,3,3,3,3,3,3,3
3165,3,3,4,3,3,4,3,3,3,3,3
3166,3,3,3,3,2,3,3,3,3,3,3
3167,3,3,2,3,3,3,3,3,3,3,3
3168,1,1,1,1,1,2,2,1,2,2,2
3169,2,2,2,2,2,2,3,2,2,2,2
3170,1,2,2,1,1,2,1,1,2,1,2
3171,2,1,1,2,2,2,2,2,2,2,2
3172,2,2,2,2,2,2,2,2,2,2,2
3173,4,3,4,4,4,4,4,4,4,4,4
3174,4,2,4,4,4,4,4,3,4,4,4
3175,1,2,2,1,1,1,1,1,1,2,1
3176,4,4,4,4,4,4,4,4,4,4,4
3177,3,3,4,3,4,4,3,4,3,3,3
3178,3,4,3,3,3,4,3,3,3,4,3
3179,1,1,1,1,1,1,1,1,1,1,1
3180,3,2,2,3,3,3,3,2,3,3,3
3181,4,4,4,3,4,3,4,3,3,3,4
3182,1,1,1,1,1,1,1,1,1,1,1
3183,1,1,1,1,1,1,1,1,1,1,1
3184,2,3,2,2,2,2,2,2,2,2,2
3185,2,1,1,2,2,2,2,2,2,2,1
3186,3,3,3,3,3,3,3,3,3,3,3
3187,4,4,4,4,4,4,4,4,4,4,4
3188,1,1,1,1,1,1,1,1,1,1,1
3189,2,3,2,2,2,2,2,2,2,2,2
3190,3,3,3,3,3,3,3,3,3,3,3
3191,1,2,1,1,1,1,1,1,1,1,1
3192,1,2,2,1,1,1,1,1,1,1,1
3193,4,4,4,4,4,4,4,4,4,4,4
3194,2,3,2,2,3,3,3,2,2,3,3
3195,2,3,2,2,2,2,2,2,2,2,2
3196,2,3,2,2,2,2,2,2,2,2,2
3197,3,3,3,3,4,3,3,4,3,3,3
3198,2,3,2,2,2,2,2,2,2,1,2
3199,4,3,2,4,4,4,4,4,4,4,4
3200,3,3,3,3,3,3,3,3,3,3,3
3201,4,4,4,4,4,4,4,3,4,4,4
3202,2,3,3,2,2,2,3,2,2,3,2
3203,1,1,1,1,1,1,1,1,1,1,1
3204,4,4,4,4,4,4,4,4,4,4,4
3205,1,1,1,1,1,1,1,1,1,1,1
3206,3,2,2,3,3,3,3,3,3,3,3
3207,2,2,2,2,2,2,2,2,2,2,2
3208,4,3,4,4,4,4,4,4,4,4,4
3209,4,2,4,3,4,3,3,3,3,3,3
3210,4,4,4,4,4,4,4,4,4,4,4
3211,4,4,4,4,4,4,4,4,4,4,4
3212,1,1,1,1,1,1,1,1,1,1,1
3213,3,3,2,3,3,4,3,3,3,3,3
3214,2,2,2,2,2,2,2,2,2,2,2
3215,3,4,3,4,3,4,3,4,4,4,3
3216,3,3,3,3,3,4,3,3,3,3,3
3217,1,1,1,1,1,1,1,1,1,1,1
3218,1,1,1,1,1,1,1,1,1,1,1
3219,2,2,2,3,2,1,2,2,2,2,2
3220,2,4,3,2,3,2,3,3,2,2,3
3221,2,1,2,2,2,3,2,2,2,1,2
3222,1,1,1,1,1,1,1,1,1,1,1
3223,2,2,2,2,2,2,2,2,2,1,2
3224,4,2,3,4,4,4,4,4,4,4,4
3225,4,4,4,4,4,4,4,4,4,4,4
3226,4,2,4,4,3,3,4,4,4,4,3
3227,4,4,4,4,4,4,4,4,4,4,4
3228,1,1,1,1,1,1,1,1,1,1,1
3229,3,2,3,3,3,3,3,4,3,3,3
3230,1,1,1,1,1,1,1,1,1,1,1
3231,4,4,4,4,4,4,4,4,4,4,4
3232,4,4,4,4,3,3,3,4,4,3,3
3233,4,4,4,4,4,4,4,4,4,4,4
3234,3,2,3,3,3,3,3,3,3,3,3
3235,1,1,1,1,1,1,1,1,1,1,1
3236,4,2,3,4,4,4,3,4,4,4,4
3237,4,4,4,4,4,4,4,4,3,4,4
3238,1,2,1,1,1,1,1,1,2,2,1
3239,4,3,3,4,4,3,4,4,3,3,4
3240,3,2,2,3,3,3,3,3,3,2,3
3241,4,4,4,4,3,4,4,4,4,4,4
3242,1,1,1,1,1,1,1,1,1,1,1
3243,1,1,1,1,1,1,1,1,1,1,1
3244,4,3,4,4,4,4,4,4,4,4,4
3245,2,2,1,2,2,3,2,2,3,2,2
3246,2,2,2,2,3,2,3,3,2,3,2
3247,1,1,1,1,1,1,1,1,1,1,1
3248,3,3,3,3,3,4,3,3,3,3,3
3249,1,1,1,2,1,2,1,1,1,1,1
3250,3,3,3,3,3,3,3,3,3,2,3
3251,3,4,3,3,3,3,3,3,3,3,3
3252,4,4,4,4,4,4,4,4,4,4,4
3253,2,2,2,2,2,1,1,2,1,2,1
3254,4,4,4,4,4,4,4,4,4,4,4
3255,2,2,2,2,2,3,2,2,2,2,2
3256,1,1,1,1,1,1,1,1,1,1,1
3257,1,1,1,1,1,1,1,1,1,1,1
3258,1,1,1,1,1,1,1,1,1,1,1
3259,3,3,2,3,3,2,3,2,3,3,3
3260,4,3,3,3,4,4,4,4,4,4,4
3261,4,4,4,4,4,4,4,4,4,4,4
3262,4,3,4,4,4,4,4,4,3,4,4
3263,1,1,1,1,1,1,1,1,1,1,1
3264,3,3,3,3,3,3,3,3,3,3,3
3265,4,4,4,4,4,4,4,4,4,4,4
3266,3,2,2,3,3,3,3,3,2,2,3
3267,4,4,4,4,4,4,4,4,4,3,4
3268,3,2,4,2,3,3,3,3,3,3,3
3269,4,3,3,3,3,4,4,3,4,3,3
3270,3,3,2,3,2,3,3,2,3,3,2
3271,2,2,2,2,2,1,2,2,2,2,1
3272,2,3,2,2,2,2,2,2,2,3,2
3273,2,4,3,2,3,3,3,2,3,3,2
3274,3,2,3,3,3,3,3,3,3,3,3
3275,3,2,3,3,3,3,3,3,3,3,3
3276,2,1,2,2,2,2,2,2,2,2,2
3277,4,4,4,4,4,4,4,4,4,4,4
3278,3,4,3,3,3,3,3,3,3,3,4
3279,2,3,3,2,2,2,2,2,2,2,2
3280,4,2,4,4,4,4,4,3,4,4,3
3281,2,2,2,2,1,2,2,2,2,2,2
3282,2,1,2,2,2,1,2,2,2,2,2
3283,2,2,2,2,2,1,2,2,2,2,2
3284,1,1,1,1,1,1,1,1,1,1,1
3285,1,1,1,1,1,1,1,1,1,1,1
3286,1,1,1,1,1,1,1,1,2,1,1
3287,1,2,1,1,1,1,1,1,1,1,1
3288,4,4,4,4,4,3,4,4,4,4,4
3289,1,2,2,1,1,1,1,1,1,1,1
3290,2,3,3,2,2,2,2,2,2,3,2
3291,2,2,2,2,2,2,2,2,2,2,2
3292,3,2,3,3,3,3,3,3,4,3,3
3293,2,1,2,3,3,3,2,3,3,3,3
3294,1,2,1,1,1,1,1,1,2,1,2
3295,2,2,2,2,2,3,2,2,2,2,2
3296,2,2,2,2,2,1,2,2,2,2,2
3297,4,4,4,4,4,4,4,4,4,4,4
3298,4,3,4,4,4,3,4,4,4,4,4
3299,4,4,4,4,4,4,4,4,4,4,4
3300,1,1,1,1,1,1,1,1,1,1,1
3301,3,3,2,3,2,3,3,2,3,2,3
3302,2,2,2,2,2,2,2,1,2,1,2
3303,2,3,3,3,3,2,3,2,2,2,3
3304,3,4,4,4,3,4,3,3,4,3,4
3305,2,2,2,1,2,1,2,2,1,2,1
3306,3,1,2,4,3,3,3,3,3,3,3
3307,4,3,4,4,4,3,4,4,4,4,4
3308,4,3,4,4,4,4,4,4,4,4,4
3309,4,4,4,4,4,3,4,4,4,4,4
3310,4,4,3,3,4,4,4,4,3,3,4
3311,3,3,3,2,3,2,3,3,3,3,2
3312,2,1,1,1,2,2,2,2,2,2,2
3313,2,1,2,2,2,3,2,2,2,2,2
3314,4,4,4,4,4,4,4,4,4,4,4
3315,4,2,3,4,3,4,4,3,4,4,3
3316,2,2,1,2,2,2,1,2,2,2,2
3317,3,2,2,3,3,3,3,3,3,3,3
3318,4,4,4,4,4,4,3,4,4,4,4
3319,4,4,4,4,4,4,4,4,4,4,4
3320,3,3,3,4,4,4,3,3,3,3,3
3321,4,3,4,4,4,4,4,4,4,4,4
3322,2,2,2,2,2,2,2,2,2,2,2
3323,1,1,1,1,1,1,1,1,1,1,1
3324,1,1,2,1,2,2,1,1,1,1,1
3325,1,1,1,1,1,1,1,1,1,1,1
3326,3,3,4,4,3,4,3,3,3,3,3
3327,4,4,4,4,4,4,4,4,4,4,4
3328,1,1,1,1,1,1,1,1,1,1,1
3329,2,1,1,2,1,2,1,1,2,2,1
3330,1,1,1,1,1,1,1,1,1,1,1
3331,3,3,3,4,3,3,4,3,3,3,3
3332,2,3,2,2,2,1,2,1,2,2,1
3333,4,4,4,4,4,4,4,4,4,4,4
3334,1,1,1,1,1,1,1,1,1,1,1
3335,3,3,4,3,3,2,3,3,3,3,3
3336,3,4,2,4,3,3,3,3,3,3,3
3337,3,4,3,3,3,3,3,3,4,3,3
3338,2,2,3,2,2,2,3,2,3,2,2
3339,2,2,2,2,2,2,2,2,2,2,1
3340,2,3,2,2,2,2,1,2,3,2,2
3341,2,2,2,2,1,1,1,1,2,1,1
3342,3,3,4,4,3,4,3,3,3,4,3
3343,2,3,2,2,2,2,2,2,2,2,2
3344,4,4,4,4,4,4,4,4,4,4,4
3345,3,2,2,3,3,3,2,3,3,2,3
3346,1,1,1,2,2,2,1,1,2,1,2
3347,4,4,4,4,4,4,4,4,4,4,4
3348,1,1,1,1,1,1,1,1,1,1,1
3349,3,2,2,3,2,2,2,3,3,3,2
3350,1,1,1,1,1,1,1,1,1,1,1
